Event	ID	Name			Wwise Object Path	Notes
	192727511	sfx_CameraOff			\Anthony\sfx_Camera\sfx_CameraOff	
	1461319202	mus_Tuxedo_Pose			\Anthony\mus_Leitmotif\mus_Tuxedo_Pose	
	1570034758	sfx_CameraPicture			\Anthony\sfx_Camera\sfx_CameraPicture	
	2084073701	sfx_PageFlip			\Anthony\sfx_PageFlip	
	2801607203	sfx_CameraOn			\Anthony\sfx_Camera\sfx_CameraOn	
	2889622102	mus_Ragdoll_Pose			\Anthony\mus_Leitmotif\mus_Ragdoll_Pose	
	2929962202	sfx_Landing			\Anthony\sfx_Movement\sfx_Landing	
	3109386516	mus_GreyCat_Pose			\Anthony\mus_Leitmotif\mus_GreyCat_Pose	
	3364658470	sfx_Footsteps			\Anthony\sfx_Movement\sfx_Footsteps	
	3509682696	mus_Bengal_Pose			\Anthony\mus_Leitmotif\mus_Bengal_Pose	
	3695098761	sfx_Jump			\Anthony\sfx_Movement\sfx_Jump	
	3891823391	mus_AllCatsFound			\Anthony\mus_Leitmotif\mus_AllCatsFound	
	4016717323	mus_Tabby_Pose			\Anthony\mus_Leitmotif\mus_Tabby_Pose	

Switch Group	ID	Name			Wwise Object Path	Notes
	3539622648	Ground_Material			\Anthony\Ground_Material	

Switch	ID	Name	Switch Group			Notes
	803837735	sand	Ground_Material			
	2058049674	wood	Ground_Material			
	2654748154	water	Ground_Material			
	4248645337	grass	Ground_Material			

State Group	ID	Name			Wwise Object Path	Notes
	1112732945	CameraMode			\Elienna\CameraMode	

State	ID	Name	State Group			Notes
	748895195	None	CameraMode			
	3677392886	camera_off	CameraMode			
	3897109560	camera_on	CameraMode			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	15268054	sfx_FOOTSTEP_Sand_02	E:\_Github\cats_island\cats_island_WwiseProject\.cache\8F\{8F79D6C6-FE3A-3DD6-101C-7B9305F4550E}.wem		\Actor-Mixer Hierarchy\Anthony\sfx_footsteps\FOOTSTEPS_Sand\sfx_FOOTSTEP_Sand_02		72780
	53369863	sfx_FOOTSTEP_Wood_02	E:\_Github\cats_island\cats_island_WwiseProject\.cache\B7\{B74F615D-06D2-5ADC-1E93-760C81E400F6}.wem		\Actor-Mixer Hierarchy\Anthony\sfx_footsteps\FOOTSTEPS_Wood\sfx_FOOTSTEP_Wood_02		125724
	61250107	sfx_JUMP_Water_nl_02	E:\_Github\cats_island\cats_island_WwiseProject\.cache\4A\{4A195724-50D3-E732-6E6B-EC120A1E3604}.wem		\Actor-Mixer Hierarchy\Anthony\sfx_jump\JUMP_Water\sfx_JUMP_Water_nl_02		240096
	124381210	sfx_LANDJUMP_Sand_nl_02	E:\_Github\cats_island\cats_island_WwiseProject\.cache\87\{87D42328-D4C8-CEC6-7D90-CADAFAC76535}.wem		\Actor-Mixer Hierarchy\Anthony\sfx_landing\LANDJUMP_Sand\sfx_LANDJUMP_Sand_nl_02		72096
	134643958	sfx_FOOTSTEP_Water_03	E:\_Github\cats_island\cats_island_WwiseProject\.cache\3F\{3FF2B8AF-EA70-8C6E-DCFE-BFBBCC6F07B8}.wem		\Actor-Mixer Hierarchy\Anthony\sfx_footsteps\FOOTSTEPS_Water\sfx_FOOTSTEP_Water_03		336096
	166098753	sfx_PageFlip_nl_01	E:\_Github\cats_island\cats_island_WwiseProject\.cache\0E\{0E620EDE-7D2D-1B02-9122-DC9EBE4FA0C5}.wem		\Actor-Mixer Hierarchy\Anthony\sfx_pageflip\sfx_PageFlip_nl_01		222196
	195661107	sfx_JUMP_Grass_nl_03	E:\_Github\cats_island\cats_island_WwiseProject\.cache\3C\{3C695008-2CDB-7AA8-F873-3795226B0B5A}.wem		\Actor-Mixer Hierarchy\Anthony\sfx_jump\JUMP_Grass\sfx_JUMP_Grass_nl_03		72096
	244655587	sfx_LANDJUMP_Wood_nl_01	E:\_Github\cats_island\cats_island_WwiseProject\.cache\FC\{FCE69F33-4E98-75C3-9052-A0F9DA5FACD5}.wem		\Actor-Mixer Hierarchy\Anthony\sfx_landing\LANDJUMP_Wood\sfx_LANDJUMP_Wood_nl_01		108096
	247804556	sfx_FOOTSTEP_Sand_04	E:\_Github\cats_island\cats_island_WwiseProject\.cache\60\{602CD5FB-5809-73CF-8BBB-35C98C56D3D7}.wem		\Actor-Mixer Hierarchy\Anthony\sfx_footsteps\FOOTSTEPS_Sand\sfx_FOOTSTEP_Sand_04		72780
	255130445	sfx_FOOTSTEP_Grass_03	E:\_Github\cats_island\cats_island_WwiseProject\.cache\86\{86654D32-D9F2-6182-A924-D04345F473E9}.wem		\Actor-Mixer Hierarchy\Anthony\sfx_footsteps\FOOTSTEPS_Grass\sfx_FOOTSTEP_Grass_03		72096
	267849265	sfx_FOOTSTEP_Wood_03	E:\_Github\cats_island\cats_island_WwiseProject\.cache\89\{89065DA6-6A27-E14E-E227-37FEFBB55F4D}.wem		\Actor-Mixer Hierarchy\Anthony\sfx_footsteps\FOOTSTEPS_Wood\sfx_FOOTSTEP_Wood_03		109360
	268962826	sfx_FOOTSTEP_Grass_02	E:\_Github\cats_island\cats_island_WwiseProject\.cache\6E\{6E27E7D5-E94E-14A9-3500-0F19C768FA1D}.wem		\Actor-Mixer Hierarchy\Anthony\sfx_footsteps\FOOTSTEPS_Grass\sfx_FOOTSTEP_Grass_02		72096
	279185900	sfx_JUMP_Grass_nl_04	E:\_Github\cats_island\cats_island_WwiseProject\.cache\D7\{D7A72F14-C4A6-3A01-7DC4-2C92197607C2}.wem		\Actor-Mixer Hierarchy\Anthony\sfx_jump\JUMP_Grass\sfx_JUMP_Grass_nl_04		72096
